equipment_unit_id,site_id,equipment_category,serial_number,installed_date
EQ-02747,ST-0409,boiler,SN-BOI-46176,2018-08-13
EQ-02748,ST-0410,switchgear,SN-SWI-85334,2007-03-23
EQ-02749,ST-0410,storage_tank,SN-STO-86995,2013-01-20
EQ-02750,ST-0410,industrial_pump,SN-IND-41000,2009-04-07
EQ-02751,ST-0410,boiler,SN-BOI-13087,2007-01-19
EQ-02752,ST-0410,storage_tank,SN-STO-50299,2005-10-26
EQ-02753,ST-0410,switchgear,SN-SWI-58126,2016-02-09
EQ-02754,ST-0410,chiller,SN-CHI-57020,2006-01-04
EQ-02755,ST-0410,storage_tank,SN-STO-86872,2011-11-19
EQ-02756,ST-0410,compressor,SN-COM-58139,2008-09-10
EQ-02757,ST-0410,hvac_unit,SN-HVA-28562,2010-06-23
EQ-02758,ST-0410,control_panel,SN-CON-78828,2010-08-12
EQ-02759,ST-0410,hvac_unit,SN-HVA-31012,2010-07-26
EQ-02760,ST-0411,hvac_unit,SN-HVA-78312,2014-03-20
EQ-02761,ST-0411,conveyor_system,SN-CON-41990,2013-07-08
EQ-02762,ST-0411,industrial_pump,SN-IND-77228,2007-07-17
EQ-02763,ST-0411,storage_tank,SN-STO-37007,2007-12-04
EQ-02764,ST-0411,boiler,SN-BOI-38977,2017-12-20
EQ-02765,ST-0411,furnace,SN-FUR-78708,2016-08-28
EQ-02766,ST-0412,conveyor_system,SN-CON-67657,2012-03-20
EQ-02767,ST-0412,industrial_pump,SN-IND-12645,2006-04-10
EQ-02768,ST-0412,storage_tank,SN-STO-57975,2011-10-04
EQ-02769,ST-0412,conveyor_system,SN-CON-62506,2010-06-07
EQ-02770,ST-0412,storage_tank,SN-STO-22635,2005-09-27
EQ-02771,ST-0412,boiler,SN-BOI-69002,2011-07-01
EQ-02772,ST-0412,control_panel,SN-CON-89372,2014-06-14
EQ-02773,ST-0412,furnace,SN-FUR-74220,2011-06-03
EQ-02774,ST-0412,furnace,SN-FUR-57864,2017-01-12
EQ-02775,ST-0412,control_panel,SN-CON-92369,2010-10-28
EQ-02776,ST-0413,furnace,SN-FUR-26720,2006-07-28
EQ-02777,ST-0413,switchgear,SN-SWI-98118,2013-02-25
EQ-02778,ST-0413,hvac_unit,SN-HVA-85429,2009-10-08
EQ-02779,ST-0413,switchgear,SN-SWI-48528,2018-08-10
EQ-02780,ST-0413,furnace,SN-FUR-58560,2006-01-13
EQ-02781,ST-0413,chiller,SN-CHI-76922,2009-11-06
EQ-02782,ST-0413,control_panel,SN-CON-11689,2015-01-06
EQ-02783,ST-0413,hvac_unit,SN-HVA-63456,2009-05-16
EQ-02784,ST-0414,compressor,SN-COM-51160,2017-11-01
EQ-02785,ST-0414,hvac_unit,SN-HVA-61272,2010-07-25
EQ-02786,ST-0414,boiler,SN-BOI-64074,2005-09-06
EQ-02787,ST-0415,switchgear,SN-SWI-80425,2013-07-09
EQ-02788,ST-0415,conveyor_system,SN-CON-32862,2009-08-06
EQ-02789,ST-0415,furnace,SN-FUR-42435,2007-06-18
EQ-02790,ST-0415,hvac_unit,SN-HVA-33884,2005-06-17
EQ-02791,ST-0415,industrial_pump,SN-IND-62460,2017-02-23
EQ-02792,ST-0415,compressor,SN-COM-60862,2014-05-18
EQ-02793,ST-0415,boiler,SN-BOI-47785,2011-06-04
EQ-02794,ST-0415,boiler,SN-BOI-53285,2010-09-12
EQ-02795,ST-0415,chiller,SN-CHI-18670,2018-01-28
EQ-02796,ST-0415,switchgear,SN-SWI-65466,2008-08-16
EQ-02797,ST-0416,furnace,SN-FUR-39674,2012-08-20
EQ-02798,ST-0416,control_panel,SN-CON-99902,2018-04-02
EQ-02799,ST-0416,hvac_unit,SN-HVA-78604,2006-06-08
EQ-02800,ST-0416,compressor,SN-COM-97078,2009-12-05
EQ-02801,ST-0416,storage_tank,SN-STO-25537,2011-06-28
EQ-02802,ST-0416,boiler,SN-BOI-14985,2010-10-17
EQ-02803,ST-0416,hvac_unit,SN-HVA-56798,2014-04-24
EQ-02804,ST-0416,boiler,SN-BOI-23023,2018-04-27
EQ-02805,ST-0416,storage_tank,SN-STO-83996,2012-12-10
EQ-02806,ST-0416,compressor,SN-COM-38078,2008-04-16
EQ-02807,ST-0417,furnace,SN-FUR-34029,2016-05-25
EQ-02808,ST-0417,industrial_pump,SN-IND-25130,2015-05-14
EQ-02809,ST-0417,control_panel,SN-CON-61936,2005-08-24
EQ-02810,ST-0417,switchgear,SN-SWI-36308,2005-10-09
EQ-02811,ST-0417,control_panel,SN-CON-85377,2013-03-28
EQ-02812,ST-0417,furnace,SN-FUR-25856,2018-05-21
EQ-02813,ST-0417,switchgear,SN-SWI-47062,2010-12-28
EQ-02814,ST-0418,boiler,SN-BOI-59076,2018-04-02
EQ-02815,ST-0418,conveyor_system,SN-CON-31098,2015-11-13
EQ-02816,ST-0418,control_panel,SN-CON-55668,2009-08-01
EQ-02817,ST-0418,conveyor_system,SN-CON-41837,2015-07-22
EQ-02818,ST-0418,industrial_pump,SN-IND-49545,2009-06-18
EQ-02819,ST-0418,switchgear,SN-SWI-58414,2010-01-22
EQ-02820,ST-0418,chiller,SN-CHI-21185,2013-01-13
EQ-02821,ST-0418,chiller,SN-CHI-86452,2007-05-21
EQ-02822,ST-0418,industrial_pump,SN-IND-59888,2006-04-24
EQ-02823,ST-0418,storage_tank,SN-STO-15791,2011-12-10
EQ-02824,ST-0418,chiller,SN-CHI-31004,2016-12-16
EQ-02825,ST-0418,hvac_unit,SN-HVA-43658,2008-05-14
EQ-02826,ST-0419,conveyor_system,SN-CON-61990,2008-05-02
EQ-02827,ST-0419,storage_tank,SN-STO-36926,2018-09-06
EQ-02828,ST-0419,control_panel,SN-CON-92542,2018-01-19
EQ-02829,ST-0419,compressor,SN-COM-90721,2009-01-02
EQ-02830,ST-0420,chiller,SN-CHI-43530,2009-12-24
EQ-02831,ST-0420,control_panel,SN-CON-35235,2015-01-01
EQ-02832,ST-0420,furnace,SN-FUR-98123,2011-01-17
EQ-02833,ST-0420,chiller,SN-CHI-29891,2013-06-22
EQ-02834,ST-0420,boiler,SN-BOI-11850,2013-10-04
EQ-02835,ST-0420,hvac_unit,SN-HVA-84800,2010-11-15
EQ-02836,ST-0421,hvac_unit,SN-HVA-47982,2017-05-13
EQ-02837,ST-0421,compressor,SN-COM-20044,2011-09-14
EQ-02838,ST-0421,boiler,SN-BOI-19488,2007-10-02
EQ-02839,ST-0422,switchgear,SN-SWI-17546,2014-06-24
EQ-02840,ST-0422,conveyor_system,SN-CON-51698,2015-12-08
EQ-02841,ST-0422,boiler,SN-BOI-94147,2016-10-09
EQ-02842,ST-0422,chiller,SN-CHI-51948,2016-10-14
EQ-02843,ST-0422,chiller,SN-CHI-53913,2013-06-27
EQ-02844,ST-0423,conveyor_system,SN-CON-40652,2011-07-05
EQ-02845,ST-0423,storage_tank,SN-STO-40829,2007-05-09
EQ-02846,ST-0423,furnace,SN-FUR-44681,2009-07-25
EQ-02847,ST-0424,compressor,SN-COM-30422,2013-04-27
EQ-02848,ST-0424,compressor,SN-COM-92370,2007-09-08
EQ-02849,ST-0424,furnace,SN-FUR-29416,2007-08-04
EQ-02850,ST-0424,hvac_unit,SN-HVA-70550,2005-03-10
EQ-02851,ST-0424,conveyor_system,SN-CON-47820,2018-11-09
EQ-02852,ST-0424,switchgear,SN-SWI-83650,2017-06-02
EQ-02853,ST-0424,conveyor_system,SN-CON-91181,2008-08-05
EQ-02854,ST-0425,switchgear,SN-SWI-51496,2016-02-26
EQ-02855,ST-0425,conveyor_system,SN-CON-21918,2015-06-02
EQ-02856,ST-0425,chiller,SN-CHI-30091,2007-06-26
EQ-02857,ST-0425,furnace,SN-FUR-60635,2018-03-27
EQ-02858,ST-0425,furnace,SN-FUR-53221,2006-11-11
EQ-02859,ST-0425,compressor,SN-COM-67834,2014-06-21
EQ-02860,ST-0425,chiller,SN-CHI-36991,2011-09-27
EQ-02861,ST-0425,storage_tank,SN-STO-38103,2005-08-19
EQ-02862,ST-0425,hvac_unit,SN-HVA-57527,2005-01-23
EQ-02863,ST-0425,boiler,SN-BOI-94095,2009-01-18
EQ-02864,ST-0425,boiler,SN-BOI-12946,2007-08-07
EQ-02865,ST-0426,furnace,SN-FUR-11002,2018-03-06
EQ-02866,ST-0426,hvac_unit,SN-HVA-62111,2006-06-16
EQ-02867,ST-0426,chiller,SN-CHI-75280,2013-03-10
EQ-02868,ST-0426,hvac_unit,SN-HVA-19698,2015-11-20
EQ-02869,ST-0426,chiller,SN-CHI-46720,2013-04-08
EQ-02870,ST-0426,storage_tank,SN-STO-46712,2012-05-07
EQ-02871,ST-0426,furnace,SN-FUR-64554,2011-07-22
EQ-02872,ST-0426,conveyor_system,SN-CON-72622,2014-01-11
EQ-02873,ST-0426,boiler,SN-BOI-88135,2005-04-17
EQ-02874,ST-0426,hvac_unit,SN-HVA-26977,2010-05-04
EQ-02875,ST-0427,industrial_pump,SN-IND-35804,2007-06-14
EQ-02876,ST-0427,chiller,SN-CHI-42709,2005-10-07
EQ-02877,ST-0427,conveyor_system,SN-CON-94709,2018-06-20
EQ-02878,ST-0427,industrial_pump,SN-IND-24220,2016-11-23
EQ-02879,ST-0427,chiller,SN-CHI-15099,2015-09-13
EQ-02880,ST-0427,switchgear,SN-SWI-77928,2012-09-03
EQ-02881,ST-0427,compressor,SN-COM-69328,2006-09-12
EQ-02882,ST-0427,compressor,SN-COM-54819,2018-09-03
EQ-02883,ST-0427,switchgear,SN-SWI-79348,2018-03-08
EQ-02884,ST-0427,chiller,SN-CHI-11774,2005-03-26
EQ-02885,ST-0427,boiler,SN-BOI-92653,2005-09-22
EQ-02886,ST-0427,control_panel,SN-CON-61089,2007-07-14
EQ-02887,ST-0428,furnace,SN-FUR-28615,2007-09-15
EQ-02888,ST-0428,conveyor_system,SN-CON-28379,2005-02-22
EQ-02889,ST-0428,control_panel,SN-CON-36870,2008-05-25
EQ-02890,ST-0428,control_panel,SN-CON-75773,2011-05-22
EQ-02891,ST-0428,switchgear,SN-SWI-35780,2010-07-04
EQ-02892,ST-0428,furnace,SN-FUR-68114,2015-10-27
EQ-02893,ST-0428,compressor,SN-COM-40947,2016-06-27
EQ-02894,ST-0428,industrial_pump,SN-IND-90479,2011-10-04
EQ-02895,ST-0428,boiler,SN-BOI-94483,2006-11-28
EQ-02896,ST-0428,chiller,SN-CHI-60574,2009-12-02
EQ-02897,ST-0428,control_panel,SN-CON-95699,2014-07-13
EQ-02898,ST-0429,conveyor_system,SN-CON-67284,2012-04-13
EQ-02899,ST-0429,switchgear,SN-SWI-33332,2012-12-16
EQ-02900,ST-0429,boiler,SN-BOI-83899,2015-09-26
EQ-02901,ST-0429,storage_tank,SN-STO-21710,2018-04-02
EQ-02902,ST-0429,industrial_pump,SN-IND-19728,2013-12-17
EQ-02903,ST-0429,storage_tank,SN-STO-96064,2014-08-22
EQ-02904,ST-0429,storage_tank,SN-STO-82091,2012-08-22
EQ-02905,ST-0429,hvac_unit,SN-HVA-26682,2015-10-28
EQ-02906,ST-0429,boiler,SN-BOI-91926,2011-09-12
EQ-02907,ST-0430,compressor,SN-COM-75628,2012-08-06
EQ-02908,ST-0430,industrial_pump,SN-IND-72842,2007-12-04
EQ-02909,ST-0430,boiler,SN-BOI-77554,2012-04-10
EQ-02910,ST-0430,control_panel,SN-CON-41529,2012-08-15
EQ-02911,ST-0430,conveyor_system,SN-CON-24486,2014-05-20
EQ-02912,ST-0430,storage_tank,SN-STO-62803,2013-01-02
EQ-02913,ST-0430,conveyor_system,SN-CON-92391,2011-11-06
EQ-02914,ST-0430,boiler,SN-BOI-54088,2012-01-21
EQ-02915,ST-0430,industrial_pump,SN-IND-17539,2009-08-11
EQ-02916,ST-0430,compressor,SN-COM-27109,2013-07-06
EQ-02917,ST-0430,conveyor_system,SN-CON-28079,2010-04-10
EQ-02918,ST-0430,furnace,SN-FUR-20446,2016-06-09
EQ-02919,ST-0431,compressor,SN-COM-88236,2018-03-14
EQ-02920,ST-0431,furnace,SN-FUR-70224,2009-11-16
EQ-02921,ST-0431,conveyor_system,SN-CON-78034,2016-07-08
EQ-02922,ST-0431,boiler,SN-BOI-88017,2018-07-10
EQ-02923,ST-0431,industrial_pump,SN-IND-11710,2016-12-10
EQ-02924,ST-0431,switchgear,SN-SWI-11330,2014-02-26
EQ-02925,ST-0431,hvac_unit,SN-HVA-87372,2015-05-13
EQ-02926,ST-0431,hvac_unit,SN-HVA-95897,2008-04-23
EQ-02927,ST-0432,chiller,SN-CHI-77460,2011-06-21
EQ-02928,ST-0432,chiller,SN-CHI-25673,2017-08-19
EQ-02929,ST-0432,industrial_pump,SN-IND-82286,2009-06-15
EQ-02930,ST-0432,control_panel,SN-CON-93996,2011-01-23
EQ-02931,ST-0432,control_panel,SN-CON-93155,2005-10-26
EQ-02932,ST-0432,switchgear,SN-SWI-98107,2008-06-26
EQ-02933,ST-0432,conveyor_system,SN-CON-86100,2013-10-16
EQ-02934,ST-0432,switchgear,SN-SWI-69975,2017-07-22
EQ-02935,ST-0432,industrial_pump,SN-IND-34750,2007-02-15
EQ-02936,ST-0432,boiler,SN-BOI-67747,2012-07-28
EQ-02937,ST-0433,storage_tank,SN-STO-86862,2006-05-23
EQ-02938,ST-0433,storage_tank,SN-STO-23737,2005-10-13
EQ-02939,ST-0433,control_panel,SN-CON-74172,2014-02-16
EQ-02940,ST-0433,compressor,SN-COM-58653,2005-12-17
EQ-02941,ST-0433,industrial_pump,SN-IND-22016,2017-10-28
EQ-02942,ST-0434,hvac_unit,SN-HVA-29212,2008-09-07
EQ-02943,ST-0434,switchgear,SN-SWI-34025,2012-07-24
EQ-02944,ST-0434,boiler,SN-BOI-71777,2005-06-24
EQ-02945,ST-0434,industrial_pump,SN-IND-13545,2017-12-08
EQ-02946,ST-0434,boiler,SN-BOI-39222,2012-04-04
EQ-02947,ST-0434,control_panel,SN-CON-96750,2017-09-25
EQ-02948,ST-0434,conveyor_system,SN-CON-71800,2015-08-12
EQ-02949,ST-0434,furnace,SN-FUR-72652,2008-09-16
EQ-02950,ST-0434,compressor,SN-COM-84018,2007-01-04
EQ-02951,ST-0434,industrial_pump,SN-IND-37160,2017-06-05
EQ-02952,ST-0434,control_panel,SN-CON-52922,2015-08-23
EQ-02953,ST-0435,furnace,SN-FUR-45349,2015-09-08
EQ-02954,ST-0435,boiler,SN-BOI-82416,2009-06-09
EQ-02955,ST-0436,control_panel,SN-CON-53183,2006-03-10
EQ-02956,ST-0436,boiler,SN-BOI-26728,2005-12-11
EQ-02957,ST-0436,switchgear,SN-SWI-84598,2012-06-11
EQ-02958,ST-0437,furnace,SN-FUR-55114,2014-01-03
EQ-02959,ST-0437,furnace,SN-FUR-53390,2018-12-24
EQ-02960,ST-0437,compressor,SN-COM-65049,2012-11-26
EQ-02961,ST-0437,industrial_pump,SN-IND-63094,2018-07-10
EQ-02962,ST-0437,control_panel,SN-CON-18553,2012-08-26
EQ-02963,ST-0437,chiller,SN-CHI-32848,2016-01-26
EQ-02964,ST-0437,chiller,SN-CHI-44295,2005-03-22
EQ-02965,ST-0438,storage_tank,SN-STO-98584,2016-11-06
EQ-02966,ST-0438,storage_tank,SN-STO-16822,2016-02-13
EQ-02967,ST-0438,control_panel,SN-CON-72376,2015-11-02
EQ-02968,ST-0438,industrial_pump,SN-IND-52865,2011-01-24
EQ-02969,ST-0438,hvac_unit,SN-HVA-67188,2005-08-26
EQ-02970,ST-0439,boiler,SN-BOI-20930,2007-04-28
EQ-02971,ST-0439,furnace,SN-FUR-10686,2011-09-20
EQ-02972,ST-0439,storage_tank,SN-STO-46569,2015-02-09
EQ-02973,ST-0439,chiller,SN-CHI-21433,2009-08-04
EQ-02974,ST-0439,chiller,SN-CHI-74377,2018-04-02
EQ-02975,ST-0440,control_panel,SN-CON-21769,2007-12-28
EQ-02976,ST-0440,boiler,SN-BOI-71910,2006-07-03
EQ-02977,ST-0441,control_panel,SN-CON-27136,2013-08-17
EQ-02978,ST-0441,industrial_pump,SN-IND-35729,2011-05-17
EQ-02979,ST-0441,switchgear,SN-SWI-45796,2008-10-12
EQ-02980,ST-0441,conveyor_system,SN-CON-21850,2005-10-06
EQ-02981,ST-0441,storage_tank,SN-STO-70213,2006-05-05
EQ-02982,ST-0441,boiler,SN-BOI-91618,2010-08-20
EQ-02983,ST-0442,switchgear,SN-SWI-49779,2006-10-14
EQ-02984,ST-0442,switchgear,SN-SWI-45492,2008-06-24
EQ-02985,ST-0442,compressor,SN-COM-60357,2014-09-21
EQ-02986,ST-0442,storage_tank,SN-STO-33510,2017-08-16
EQ-02987,ST-0442,furnace,SN-FUR-37813,2013-10-17
EQ-02988,ST-0442,switchgear,SN-SWI-32806,2006-01-13
EQ-02989,ST-0443,compressor,SN-COM-84143,2015-02-26
EQ-02990,ST-0443,storage_tank,SN-STO-80075,2016-04-21
EQ-02991,ST-0443,conveyor_system,SN-CON-30565,2017-06-23
EQ-02992,ST-0443,boiler,SN-BOI-38009,2005-10-03
EQ-02993,ST-0443,boiler,SN-BOI-66102,2006-05-23
EQ-02994,ST-0443,conveyor_system,SN-CON-95708,2011-01-18
EQ-02995,ST-0443,boiler,SN-BOI-69830,2011-09-28
EQ-02996,ST-0443,compressor,SN-COM-38270,2006-12-04
EQ-02997,ST-0443,boiler,SN-BOI-96900,2006-04-09
EQ-02998,ST-0444,control_panel,SN-CON-97169,2016-08-08
EQ-02999,ST-0444,switchgear,SN-SWI-72623,2015-09-14
EQ-03000,ST-0444,conveyor_system,SN-CON-75541,2018-04-05
EQ-03001,ST-0444,switchgear,SN-SWI-77965,2011-02-03
EQ-03002,ST-0444,furnace,SN-FUR-34053,2015-09-05
EQ-03003,ST-0444,furnace,SN-FUR-74712,2016-11-11
EQ-03004,ST-0444,conveyor_system,SN-CON-77531,2008-03-28
EQ-03005,ST-0444,compressor,SN-COM-70536,2007-12-15
EQ-03006,ST-0444,control_panel,SN-CON-38925,2017-03-18
EQ-03007,ST-0444,switchgear,SN-SWI-95982,2005-03-20
EQ-03008,ST-0444,compressor,SN-COM-94905,2010-12-04
EQ-03009,ST-0444,storage_tank,SN-STO-70356,2005-03-04
EQ-03010,ST-0445,hvac_unit,SN-HVA-17907,2006-10-05
EQ-03011,ST-0445,furnace,SN-FUR-83611,2015-04-12
EQ-03012,ST-0445,compressor,SN-COM-34348,2005-01-13
EQ-03013,ST-0445,hvac_unit,SN-HVA-77098,2007-11-23
EQ-03014,ST-0445,industrial_pump,SN-IND-11162,2016-04-12
EQ-03015,ST-0445,boiler,SN-BOI-91100,2006-12-23
EQ-03016,ST-0446,boiler,SN-BOI-67504,2008-08-19
EQ-03017,ST-0446,switchgear,SN-SWI-29764,2016-12-21
EQ-03018,ST-0446,hvac_unit,SN-HVA-58185,2016-04-10
EQ-03019,ST-0446,boiler,SN-BOI-17396,2007-08-04
EQ-03020,ST-0446,hvac_unit,SN-HVA-61651,2018-11-07
EQ-03021,ST-0446,chiller,SN-CHI-98732,2014-07-07
EQ-03022,ST-0446,furnace,SN-FUR-12734,2009-11-08
EQ-03023,ST-0446,industrial_pump,SN-IND-78638,2005-08-06
EQ-03024,ST-0447,switchgear,SN-SWI-76342,2013-03-21
EQ-03025,ST-0447,furnace,SN-FUR-33298,2006-06-16
EQ-03026,ST-0447,compressor,SN-COM-51220,2007-08-17
EQ-03027,ST-0447,chiller,SN-CHI-21057,2005-06-03
EQ-03028,ST-0447,hvac_unit,SN-HVA-33301,2009-04-28
EQ-03029,ST-0447,boiler,SN-BOI-37630,2009-06-01
EQ-03030,ST-0447,furnace,SN-FUR-33593,2005-08-16
EQ-03031,ST-0448,switchgear,SN-SWI-65509,2005-04-19
EQ-03032,ST-0448,furnace,SN-FUR-79665,2017-03-19
EQ-03033,ST-0448,conveyor_system,SN-CON-90301,2018-11-21
EQ-03034,ST-0448,hvac_unit,SN-HVA-56986,2016-08-26
EQ-03035,ST-0448,chiller,SN-CHI-34434,2012-11-13
EQ-03036,ST-0449,boiler,SN-BOI-17507,2008-08-13
EQ-03037,ST-0449,switchgear,SN-SWI-10387,2018-11-16
EQ-03038,ST-0449,conveyor_system,SN-CON-68178,2013-09-22
EQ-03039,ST-0449,hvac_unit,SN-HVA-80570,2009-07-27
EQ-03040,ST-0449,storage_tank,SN-STO-32302,2008-05-07
EQ-03041,ST-0449,furnace,SN-FUR-49509,2006-06-11
EQ-03042,ST-0449,hvac_unit,SN-HVA-70437,2005-10-03
EQ-03043,ST-0449,switchgear,SN-SWI-88440,2009-12-02
EQ-03044,ST-0449,control_panel,SN-CON-97341,2015-02-24
EQ-03045,ST-0449,control_panel,SN-CON-87466,2007-09-07
EQ-03046,ST-0450,storage_tank,SN-STO-17824,2012-03-26
EQ-03047,ST-0450,storage_tank,SN-STO-68457,2015-08-09
EQ-03048,ST-0450,hvac_unit,SN-HVA-56274,2013-09-23
EQ-03049,ST-0451,chiller,SN-CHI-72497,2013-03-27
EQ-03050,ST-0451,hvac_unit,SN-HVA-41666,2016-11-21
EQ-03051,ST-0451,switchgear,SN-SWI-21519,2014-10-17
EQ-03052,ST-0451,conveyor_system,SN-CON-32915,2010-07-20
EQ-03053,ST-0451,compressor,SN-COM-15152,2013-11-05
EQ-03054,ST-0451,hvac_unit,SN-HVA-21736,2009-06-10
EQ-03055,ST-0451,storage_tank,SN-STO-52710,2008-03-25
EQ-03056,ST-0451,switchgear,SN-SWI-93071,2015-01-15
EQ-03057,ST-0451,conveyor_system,SN-CON-15105,2010-06-25
EQ-03058,ST-0451,industrial_pump,SN-IND-64944,2006-02-18
EQ-03059,ST-0452,furnace,SN-FUR-24997,2015-04-13
EQ-03060,ST-0452,industrial_pump,SN-IND-15444,2010-06-15
EQ-03061,ST-0452,switchgear,SN-SWI-10591,2011-11-19
EQ-03062,ST-0452,compressor,SN-COM-29108,2007-09-04
EQ-03063,ST-0452,switchgear,SN-SWI-92889,2015-11-08
EQ-03064,ST-0452,industrial_pump,SN-IND-71657,2010-06-16
EQ-03065,ST-0452,control_panel,SN-CON-34881,2015-01-12
EQ-03066,ST-0452,compressor,SN-COM-69999,2007-12-24
EQ-03067,ST-0453,storage_tank,SN-STO-51693,2014-01-10
EQ-03068,ST-0453,control_panel,SN-CON-73090,2016-01-03
EQ-03069,ST-0453,hvac_unit,SN-HVA-59711,2014-05-03
EQ-03070,ST-0453,industrial_pump,SN-IND-15942,2015-02-03
EQ-03071,ST-0453,furnace,SN-FUR-33518,2018-08-10
EQ-03072,ST-0453,control_panel,SN-CON-38524,2016-01-02
EQ-03073,ST-0453,furnace,SN-FUR-61199,2007-06-09
EQ-03074,ST-0454,switchgear,SN-SWI-27893,2006-04-25
EQ-03075,ST-0454,conveyor_system,SN-CON-68646,2012-04-03
EQ-03076,ST-0454,furnace,SN-FUR-15170,2005-06-13
EQ-03077,ST-0454,compressor,SN-COM-29149,2008-11-08
EQ-03078,ST-0454,control_panel,SN-CON-91631,2017-08-18
EQ-03079,ST-0455,hvac_unit,SN-HVA-18389,2009-01-12
EQ-03080,ST-0455,industrial_pump,SN-IND-80444,2016-05-11
EQ-03081,ST-0455,industrial_pump,SN-IND-88175,2011-08-17
EQ-03082,ST-0455,control_panel,SN-CON-60368,2008-07-20
EQ-03083,ST-0455,industrial_pump,SN-IND-87388,2007-05-20
EQ-03084,ST-0455,storage_tank,SN-STO-91541,2007-12-17
EQ-03085,ST-0455,chiller,SN-CHI-11377,2018-09-20
EQ-03086,ST-0456,storage_tank,SN-STO-74502,2008-02-12
EQ-03087,ST-0456,control_panel,SN-CON-81112,2009-07-19
EQ-03088,ST-0456,conveyor_system,SN-CON-80685,2012-04-13
EQ-03089,ST-0456,hvac_unit,SN-HVA-29103,2014-09-11
EQ-03090,ST-0456,furnace,SN-FUR-15753,2014-05-16
EQ-03091,ST-0456,storage_tank,SN-STO-52176,2006-08-04
EQ-03092,ST-0456,furnace,SN-FUR-82161,2008-01-19
EQ-03093,ST-0456,hvac_unit,SN-HVA-18794,2009-06-03
EQ-03094,ST-0456,furnace,SN-FUR-27380,2011-09-09
EQ-03095,ST-0457,boiler,SN-BOI-77930,2012-07-24
EQ-03096,ST-0457,switchgear,SN-SWI-65101,2017-12-18
EQ-03097,ST-0457,hvac_unit,SN-HVA-84047,2012-09-04
EQ-03098,ST-0457,switchgear,SN-SWI-66219,2011-06-26
EQ-03099,ST-0457,storage_tank,SN-STO-43026,2007-11-20
EQ-03100,ST-0457,furnace,SN-FUR-26267,2011-07-25
EQ-03101,ST-0457,switchgear,SN-SWI-86666,2012-08-03
EQ-03102,ST-0457,furnace,SN-FUR-85551,2011-02-21
EQ-03103,ST-0457,chiller,SN-CHI-66509,2013-09-12
EQ-03104,ST-0458,industrial_pump,SN-IND-85725,2017-09-26
EQ-03105,ST-0458,furnace,SN-FUR-51279,2016-07-20
EQ-03106,ST-0458,industrial_pump,SN-IND-51149,2016-07-20
EQ-03107,ST-0458,furnace,SN-FUR-60261,2014-08-28
EQ-03108,ST-0458,boiler,SN-BOI-20552,2016-11-03
EQ-03109,ST-0458,control_panel,SN-CON-33964,2018-09-17
EQ-03110,ST-0458,conveyor_system,SN-CON-52789,2005-02-18
EQ-03111,ST-0458,boiler,SN-BOI-73566,2012-08-23
EQ-03112,ST-0458,industrial_pump,SN-IND-67308,2014-06-03
EQ-03113,ST-0458,boiler,SN-BOI-68511,2011-01-03
EQ-03114,ST-0458,furnace,SN-FUR-21005,2011-11-27
EQ-03115,ST-0458,conveyor_system,SN-CON-18112,2015-01-05
EQ-03116,ST-0459,industrial_pump,SN-IND-92667,2006-01-26
EQ-03117,ST-0459,chiller,SN-CHI-85540,2018-06-17
EQ-03118,ST-0459,control_panel,SN-CON-97900,2012-08-27
EQ-03119,ST-0459,chiller,SN-CHI-99006,2005-09-21
EQ-03120,ST-0459,storage_tank,SN-STO-29349,2011-03-19
EQ-03121,ST-0459,control_panel,SN-CON-66664,2010-01-06
EQ-03122,ST-0459,industrial_pump,SN-IND-94406,2014-12-25
EQ-03123,ST-0459,boiler,SN-BOI-55268,2010-12-18
EQ-03124,ST-0459,boiler,SN-BOI-51449,2018-11-23
EQ-03125,ST-0460,switchgear,SN-SWI-29663,2006-05-25
EQ-03126,ST-0460,boiler,SN-BOI-17395,2012-11-14
EQ-03127,ST-0460,control_panel,SN-CON-49383,2009-08-12
EQ-03128,ST-0460,compressor,SN-COM-81567,2006-07-24
EQ-03129,ST-0460,chiller,SN-CHI-22853,2005-08-04
EQ-03130,ST-0461,control_panel,SN-CON-85614,2014-07-13
EQ-03131,ST-0461,switchgear,SN-SWI-14701,2010-04-10
EQ-03132,ST-0461,conveyor_system,SN-CON-71585,2013-01-25
EQ-03133,ST-0461,furnace,SN-FUR-57679,2009-12-22
EQ-03134,ST-0461,control_panel,SN-CON-10964,2007-09-06
EQ-03135,ST-0461,control_panel,SN-CON-97423,2010-07-16
EQ-03136,ST-0461,storage_tank,SN-STO-73987,2009-07-11
EQ-03137,ST-0461,conveyor_system,SN-CON-57576,2010-06-15
EQ-03138,ST-0461,chiller,SN-CHI-31601,2005-07-06
EQ-03139,ST-0461,industrial_pump,SN-IND-12149,2018-09-04
EQ-03140,ST-0462,conveyor_system,SN-CON-78678,2016-10-16
EQ-03141,ST-0462,furnace,SN-FUR-56387,2009-06-18
EQ-03142,ST-0462,conveyor_system,SN-CON-42421,2007-10-18
EQ-03143,ST-0462,conveyor_system,SN-CON-16911,2010-05-27
EQ-03144,ST-0462,switchgear,SN-SWI-73397,2014-04-18
EQ-03145,ST-0462,control_panel,SN-CON-46789,2012-04-05
EQ-03146,ST-0462,chiller,SN-CHI-61101,2017-07-22
EQ-03147,ST-0462,switchgear,SN-SWI-43699,2010-06-09
