work_order_id,line_number,line_kind,part_id,quantity,billed_hours,line_amount
WO-006756,3,PART,PT-0150,3,,68.37
WO-006756,4,PART,PT-0130,1,,21.9
WO-006756,5,PART,PT-0052,4,,318.94
WO-006756,6,LABOR,,,5.67,510.3
WO-006756,7,LABOR,,,5.6,504.0
WO-006757,1,PART,PT-0001,1,,52.03
WO-006757,2,PART,PT-0092,3,,212.02
WO-006757,3,LABOR,,,2.41,216.9
WO-006758,1,PART,PT-0153,2,,232.82
WO-006758,2,PART,PT-0094,1,,37.77
WO-006758,3,PART,PT-0165,1,,35.46
WO-006758,4,PART,PT-0132,1,,82.69
WO-006758,5,LABOR,,,5.44,374.0
WO-006758,6,LABOR,,,4.64,319.0
WO-006759,1,PART,PT-0176,1,,128.9
WO-006759,2,PART,PT-0088,2,,34.11
WO-006759,3,LABOR,,,5.02,345.12
WO-006760,1,PART,PT-0140,2,,54.08
WO-006760,2,LABOR,,,9.76,683.2
WO-006760,3,LABOR,,,8.1,567.0
WO-006761,1,PART,PT-0143,3,,363.26
WO-006761,2,LABOR,,,8.57,659.89
WO-006762,1,PART,PT-0012,2,,192.48
WO-006762,2,PART,PT-0189,3,,133.48
WO-006762,3,LABOR,,,2.3,161.0
WO-006762,4,LABOR,,,2.13,149.1
WO-006763,1,PART,PT-0194,1,,34.54
WO-006763,2,LABOR,,,6.6,363.0
WO-006764,1,PART,PT-0047,1,,453.39
WO-006764,2,LABOR,,,4.75,287.38
WO-006765,1,PART,PT-0142,1,,83.17
WO-006765,2,LABOR,,,3.71,324.62
WO-006766,1,PART,PT-0138,2,,36.65
WO-006766,2,LABOR,,,1.82,204.75
WO-006766,3,LABOR,,,1.61,181.12
WO-006767,1,PART,PT-0053,2,,210.91
WO-006767,2,PART,PT-0061,1,,44.09
WO-006767,3,LABOR,,,6.44,354.2
WO-006768,1,PART,PT-0115,3,,62.87
WO-006768,2,LABOR,,,4.12,226.6
WO-006769,1,PART,PT-0116,1,,168.43
WO-006769,2,PART,PT-0093,1,,130.4
WO-006769,3,PART,PT-0171,5,,211.72
WO-006769,4,PART,PT-0132,1,,78.4
WO-006769,5,LABOR,,,8.73,480.15
WO-006770,1,PART,PT-0117,1,,448.81
WO-006770,2,PART,PT-0043,1,,152.62
WO-006770,3,PART,PT-0049,1,,39.88
WO-006770,4,LABOR,,,16.19,890.45
WO-006770,5,LABOR,,,10.94,601.7
WO-006771,1,PART,PT-0188,5,,88.64
WO-006771,2,PART,PT-0039,6,,303.93
WO-006771,3,LABOR,,,2.19,120.45
WO-006771,4,LABOR,,,1.49,81.95
WO-006773,1,PART,PT-0027,6,,2351.25
WO-006773,2,PART,PT-0042,1,,99.38
WO-006773,3,PART,PT-0122,2,,189.99
WO-006773,4,LABOR,,,0.82,63.14
WO-006773,5,LABOR,,,1.08,83.16
WO-006774,1,PART,PT-0136,2,,309.78
WO-006774,2,LABOR,,,2.3,177.1
WO-006775,1,PART,PT-0067,1,,433.54
WO-006775,2,PART,PT-0068,2,,46.35
WO-006775,3,PART,PT-0104,1,,29.07
WO-006775,4,LABOR,,,8.54,747.25
WO-006775,5,LABOR,,,6.14,537.25
WO-006776,1,PART,PT-0123,1,,117.9
WO-006776,2,PART,PT-0033,1,,124.06
WO-006776,3,LABOR,,,7.26,439.23
WO-006777,1,PART,PT-0064,2,,57.23
WO-006777,2,PART,PT-0021,2,,102.84
WO-006777,3,LABOR,,,5.43,328.52
WO-006778,1,PART,PT-0004,1,,38.95
WO-006778,2,PART,PT-0161,1,,52.7
WO-006778,3,PART,PT-0149,1,,37.48
WO-006778,4,PART,PT-0042,1,,101.92
WO-006778,5,PART,PT-0086,1,,133.07
WO-006778,6,LABOR,,,3.4,336.6
WO-006779,1,LABOR,,,5.49,377.44
WO-006779,2,LABOR,,,4.73,325.19
WO-006780,1,PART,PT-0155,1,,30.54
WO-006780,2,LABOR,,,8.78,676.06
WO-006781,1,PART,PT-0165,1,,34.15
WO-006781,2,PART,PT-0047,4,,1864.36
WO-006781,3,PART,PT-0187,1,,491.37
WO-006781,4,LABOR,,,3.94,216.7
WO-006781,5,LABOR,,,5.55,305.25
WO-006782,1,PART,PT-0013,3,,355.88
WO-006782,2,PART,PT-0058,1,,21.15
WO-006782,3,PART,PT-0178,2,,42.11
WO-006782,4,PART,PT-0085,1,,29.43
WO-006782,5,PART,PT-0167,1,,530.51
WO-006782,6,LABOR,,,4.1,461.25
WO-006783,1,PART,PT-0044,2,,64.84
WO-006783,2,PART,PT-0007,1,,367.64
WO-006783,3,PART,PT-0104,2,,65.49
WO-006783,4,LABOR,,,4.16,374.4
WO-006783,5,LABOR,,,4.9,441.0
WO-006784,1,PART,PT-0123,1,,133.16
WO-006784,2,LABOR,,,3.84,295.68
WO-006784,3,LABOR,,,3.03,233.31
WO-006785,1,PART,PT-0075,1,,32.67
WO-006785,2,PART,PT-0078,1,,21.43
WO-006785,3,PART,PT-0148,1,,18.81
WO-006785,4,LABOR,,,4.15,290.5
WO-006786,1,PART,PT-0092,1,,65.02
WO-006786,2,LABOR,,,10.85,596.75
WO-006786,3,LABOR,,,10.73,590.15
WO-006787,1,PART,PT-0099,1,,43.45
WO-006787,2,PART,PT-0013,4,,468.59
WO-006787,3,LABOR,,,4.77,333.9
WO-006787,4,LABOR,,,4.84,338.8
WO-006788,1,PART,PT-0196,1,,139.31
WO-006788,2,PART,PT-0065,5,,162.41
WO-006788,3,PART,PT-0172,2,,148.09
WO-006788,4,PART,PT-0110,2,,40.96
WO-006788,5,LABOR,,,20.42,1403.88
WO-006789,1,PART,PT-0134,6,,245.51
WO-006789,2,PART,PT-0156,4,,738.54
WO-006789,3,PART,PT-0094,1,,38.92
WO-006789,4,LABOR,,,0.87,66.99
WO-006789,5,LABOR,,,0.91,70.07
WO-006790,1,LABOR,,,1.37,123.3
WO-006791,1,PART,PT-0088,1,,16.05
WO-006791,2,LABOR,,,6.01,420.7
WO-006791,3,LABOR,,,4.59,321.3
WO-006792,1,PART,PT-0045,1,,27.56
WO-006792,2,PART,PT-0006,2,,308.33
WO-006792,3,PART,PT-0160,1,,23.52
WO-006792,4,LABOR,,,3.61,406.12
WO-006792,5,LABOR,,,3.26,366.75
WO-006793,1,PART,PT-0031,2,,118.71
WO-006793,2,LABOR,,,9.11,626.31
WO-006794,1,PART,PT-0073,2,,240.25
WO-006794,2,LABOR,,,9.22,645.4
WO-006794,3,LABOR,,,11.21,784.7
WO-006795,1,PART,PT-0181,6,,346.02
WO-006795,2,PART,PT-0143,1,,122.25
WO-006795,3,PART,PT-0187,6,,2656.09
WO-006795,4,LABOR,,,8.43,737.62
WO-006795,5,LABOR,,,10.92,955.5
WO-006796,1,PART,PT-0030,1,,25.24
WO-006796,2,LABOR,,,0.94,93.06
WO-006797,1,PART,PT-0027,3,,1309.66
WO-006797,2,LABOR,,,3.67,330.3
WO-006797,3,LABOR,,,3.08,277.2
WO-006798,1,PART,PT-0194,1,,33.24
WO-006798,2,PART,PT-0194,1,,31.3
WO-006798,3,LABOR,,,9.45,571.73
WO-006799,1,PART,PT-0184,2,,68.04
WO-006799,2,LABOR,,,1.28,115.2
WO-006800,1,PART,PT-0004,2,,79.48
WO-006800,2,LABOR,,,13.58,1045.66
WO-006801,1,PART,PT-0035,1,,30.54
WO-006801,2,PART,PT-0061,3,,119.65
WO-006801,3,PART,PT-0193,1,,106.38
WO-006801,4,PART,PT-0087,4,,1770.82
WO-006801,5,PART,PT-0080,1,,22.72
WO-006801,6,LABOR,,,5.36,412.72
WO-006801,7,LABOR,,,3.99,307.23
WO-006802,1,PART,PT-0156,1,,200.93
WO-006802,2,PART,PT-0113,1,,149.06
WO-006802,3,PART,PT-0131,2,,111.73
WO-006802,4,PART,PT-0028,1,,16.02
WO-006802,5,LABOR,,,8.29,501.55
WO-006804,1,PART,PT-0141,1,,58.99
WO-006804,2,PART,PT-0107,2,,973.04
WO-006804,3,PART,PT-0081,1,,47.92
WO-006804,4,LABOR,,,5.39,485.1
WO-006805,1,PART,PT-0168,3,,68.58
WO-006805,2,LABOR,,,6.22,342.1
WO-006806,1,PART,PT-0101,2,,93.99
WO-006806,2,PART,PT-0122,3,,314.3
WO-006806,3,LABOR,,,5.82,320.1
WO-006807,1,PART,PT-0092,1,,71.12
WO-006807,2,PART,PT-0086,1,,129.11
WO-006807,3,PART,PT-0001,1,,53.79
WO-006807,4,LABOR,,,13.26,729.3
WO-006808,1,PART,PT-0092,1,,68.88
WO-006808,2,LABOR,,,0.85,65.45
WO-006808,3,LABOR,,,0.63,48.51
WO-006809,1,PART,PT-0130,1,,20.92
WO-006809,2,PART,PT-0092,1,,63.69
WO-006809,3,PART,PT-0026,1,,163.05
WO-006809,4,LABOR,,,4.14,250.47
WO-006809,5,LABOR,,,5.36,324.28
WO-006810,1,PART,PT-0112,1,,98.82
WO-006810,2,LABOR,,,2.52,194.04
WO-006810,3,LABOR,,,3.61,277.97
WO-006811,1,PART,PT-0171,3,,121.97
WO-006811,2,PART,PT-0185,2,,58.82
WO-006811,3,PART,PT-0119,3,,102.31
WO-006811,4,LABOR,,,3.15,283.5
WO-006812,1,LABOR,,,2.12,116.6
WO-006812,2,LABOR,,,1.45,79.75
WO-006813,1,PART,PT-0163,2,,199.03
WO-006813,2,LABOR,,,3.03,233.31
WO-006814,1,PART,PT-0028,2,,30.37
WO-006814,2,PART,PT-0040,1,,22.21
WO-006814,3,PART,PT-0004,1,,44.11
WO-006814,4,PART,PT-0102,2,,202.6
WO-006814,5,LABOR,,,8.07,798.93
WO-006815,1,PART,PT-0160,2,,46.29
WO-006815,2,PART,PT-0100,5,,120.91
WO-006815,3,PART,PT-0181,2,,115.78
WO-006815,4,PART,PT-0182,1,,89.29
WO-006815,5,LABOR,,,2.7,163.35
WO-006816,1,PART,PT-0171,1,,44.6
WO-006816,2,PART,PT-0176,3,,398.58
WO-006816,3,PART,PT-0064,2,,61.25
WO-006816,4,PART,PT-0005,3,,83.31
WO-006816,5,LABOR,,,2.99,269.1
WO-006817,1,PART,PT-0067,2,,871.52
WO-006818,1,PART,PT-0037,1,,525.01
WO-006818,2,PART,PT-0073,2,,258.26
WO-006818,3,PART,PT-0022,1,,83.04
WO-006818,4,LABOR,,,5.27,289.85
WO-006818,5,LABOR,,,6.57,361.35
WO-006819,1,PART,PT-0123,1,,123.35
WO-006819,2,LABOR,,,1.72,132.44
WO-006820,1,PART,PT-0200,2,,54.6
WO-006820,2,PART,PT-0156,2,,408.56
WO-006820,3,PART,PT-0006,1,,164.74
WO-006820,4,LABOR,,,3.55,351.45
WO-006821,1,PART,PT-0167,1,,523.5
WO-006821,2,LABOR,,,7.93,785.07
WO-006822,1,PART,PT-0139,2,,78.91
WO-006822,2,PART,PT-0046,6,,813.14
WO-006822,3,LABOR,,,4.57,411.3
WO-006823,1,LABOR,,,3.83,210.65
WO-006824,1,PART,PT-0097,1,,504.31
WO-006824,2,PART,PT-0142,1,,86.21
WO-006824,3,PART,PT-0172,1,,74.02
WO-006824,4,PART,PT-0011,1,,58.24
WO-006824,5,PART,PT-0084,1,,46.52
WO-006824,6,LABOR,,,9.41,931.59
WO-006825,1,PART,PT-0107,4,,2016.35
WO-006825,2,PART,PT-0166,2,,268.44
WO-006825,3,LABOR,,,2.47,222.3
WO-006826,1,PART,PT-0038,1,,14.88
WO-006826,2,PART,PT-0168,2,,45.72
WO-006826,3,PART,PT-0095,1,,33.74
WO-006826,4,PART,PT-0038,3,,47.27
WO-006826,5,LABOR,,,5.21,315.21
WO-006827,1,PART,PT-0009,2,,91.65
WO-006827,2,PART,PT-0065,1,,32.77
WO-006827,3,PART,PT-0013,1,,111.8
WO-006827,4,PART,PT-0127,3,,1214.28
WO-006827,5,PART,PT-0160,5,,104.4
WO-006827,6,LABOR,,,7.07,636.3
WO-006827,7,LABOR,,,5.7,513.0
WO-006828,1,PART,PT-0180,4,,112.78
WO-006828,2,LABOR,,,4.62,279.51
WO-006828,3,LABOR,,,5.71,345.46
WO-006829,1,PART,PT-0080,2,,47.4
WO-006829,2,PART,PT-0035,3,,86.53
WO-006829,3,LABOR,,,3.52,246.4
WO-006830,1,PART,PT-0123,3,,389.64
WO-006831,1,PART,PT-0117,1,,412.13
WO-006831,2,PART,PT-0150,2,,47.97
WO-006831,3,LABOR,,,3.81,342.9
WO-006832,1,PART,PT-0185,2,,60.42
WO-006832,2,PART,PT-0192,2,,143.59
WO-006832,3,PART,PT-0171,1,,44.92
WO-006832,4,PART,PT-0194,1,,32.43
WO-006832,5,PART,PT-0069,5,,186.9
WO-006832,6,LABOR,,,2.13,210.87
WO-006832,7,LABOR,,,1.48,146.52
WO-006833,1,PART,PT-0031,3,,176.94
WO-006833,2,LABOR,,,9.05,547.53
WO-006834,1,PART,PT-0052,1,,77.04
WO-006834,2,PART,PT-0127,1,,408.09
WO-006834,3,LABOR,,,3.02,166.1
WO-006835,1,PART,PT-0135,2,,43.82
WO-006835,2,PART,PT-0180,2,,60.09
WO-006835,3,LABOR,,,5.41,486.9
WO-006836,1,PART,PT-0007,5,,1713.9
WO-006836,2,PART,PT-0036,2,,271.2
WO-006836,3,PART,PT-0062,1,,88.09
WO-006836,4,PART,PT-0019,4,,166.44
WO-006836,5,LABOR,,,4.55,318.5
WO-006837,1,PART,PT-0053,1,,111.69
WO-006837,2,PART,PT-0186,1,,125.64
WO-006837,3,LABOR,,,2.8,154.0
WO-006838,1,PART,PT-0008,3,,59.26
WO-006838,2,LABOR,,,5.12,394.24
WO-006840,1,PART,PT-0082,1,,89.7
WO-006840,2,LABOR,,,1.1,123.75
WO-006840,3,LABOR,,,1.12,126.0
WO-006841,1,PART,PT-0100,1,,23.25
WO-006841,2,LABOR,,,1.92,116.16
WO-006842,1,PART,PT-0029,1,,46.79
WO-006842,2,LABOR,,,28.54,3210.75
WO-006843,1,PART,PT-0145,1,,30.46
WO-006843,2,PART,PT-0130,1,,24.01
WO-006843,3,PART,PT-0006,1,,156.64
WO-006843,4,PART,PT-0187,3,,1481.0
WO-006843,5,LABOR,,,3.06,275.4
WO-006843,6,LABOR,,,3.76,338.4
WO-006844,1,PART,PT-0198,2,,40.46
WO-006844,2,PART,PT-0032,2,,195.2
WO-006844,3,PART,PT-0089,1,,40.85
WO-006844,4,LABOR,,,11.87,913.99
WO-006845,1,LABOR,,,1.49,81.95
WO-006846,1,PART,PT-0061,3,,124.4
WO-006846,2,PART,PT-0109,1,,54.33
WO-006846,3,PART,PT-0058,4,,81.49
WO-006846,4,PART,PT-0085,1,,31.34
WO-006846,5,LABOR,,,9.31,563.26
WO-006847,1,PART,PT-0169,1,,46.36
WO-006847,2,LABOR,,,4.99,449.1
WO-006848,1,PART,PT-0172,1,,81.11
WO-006848,2,PART,PT-0089,1,,42.2
WO-006848,3,PART,PT-0176,2,,248.89
WO-006848,4,LABOR,,,2.15,118.25
WO-006849,1,PART,PT-0155,1,,31.88
WO-006849,2,LABOR,,,0.93,65.1
WO-006849,3,LABOR,,,1.01,70.7
WO-006850,1,PART,PT-0157,1,,442.53
WO-006850,2,PART,PT-0132,1,,82.26
WO-006850,3,PART,PT-0047,1,,460.23
WO-006850,4,PART,PT-0040,1,,20.78
WO-006850,5,PART,PT-0173,3,,447.87
WO-006850,6,LABOR,,,4.37,305.9
WO-006850,7,LABOR,,,3.53,247.1
WO-006851,1,PART,PT-0191,1,,47.03
WO-006851,2,PART,PT-0077,1,,377.75
WO-006851,3,LABOR,,,3.35,331.65
WO-006851,4,LABOR,,,3.24,320.76
WO-006852,1,PART,PT-0050,5,,133.93
WO-006852,2,PART,PT-0082,1,,93.91
WO-006853,1,PART,PT-0021,1,,50.04
WO-006853,2,LABOR,,,3.09,216.3
WO-006854,1,PART,PT-0083,4,,463.65
WO-006854,2,LABOR,,,8.43,758.7
WO-006855,1,PART,PT-0046,2,,289.33
WO-006855,2,PART,PT-0089,2,,86.44
WO-006855,3,PART,PT-0113,1,,143.81
WO-006855,4,PART,PT-0134,1,,36.98
WO-006855,5,PART,PT-0090,1,,24.73
WO-006855,6,LABOR,,,3.27,179.85
WO-006855,7,LABOR,,,3.75,206.25
WO-006856,1,PART,PT-0159,2,,80.74
WO-006856,2,LABOR,,,5.29,363.69
WO-006856,3,LABOR,,,7.08,486.75
WO-006857,1,PART,PT-0048,6,,131.62
WO-006857,2,PART,PT-0106,1,,153.42
WO-006857,3,PART,PT-0082,1,,88.54
WO-006857,4,PART,PT-0128,2,,42.06
WO-006857,5,PART,PT-0142,1,,90.0
WO-006857,6,LABOR,,,4.24,381.6
WO-006858,1,PART,PT-0114,1,,28.64
WO-006858,2,PART,PT-0021,3,,164.12
WO-006858,3,PART,PT-0030,1,,28.38
WO-006858,4,LABOR,,,3.42,307.8
WO-006858,5,LABOR,,,4.12,370.8
WO-006859,1,PART,PT-0052,2,,143.16
WO-006859,2,PART,PT-0189,1,,45.95
WO-006859,3,LABOR,,,3.23,226.1
WO-006859,4,LABOR,,,3.18,222.6
WO-006860,1,PART,PT-0051,1,,38.29
WO-006860,2,PART,PT-0021,1,,53.26
WO-006860,3,PART,PT-0119,4,,129.92
WO-006860,4,LABOR,,,2.84,218.68
WO-006861,1,PART,PT-0158,2,,38.72
WO-006861,2,LABOR,,,3.52,193.6
WO-006862,1,PART,PT-0162,1,,90.59
WO-006862,2,LABOR,,,6.81,476.7
WO-006863,1,PART,PT-0027,3,,1268.15
WO-006863,2,LABOR,,,5.57,382.94
WO-006864,1,PART,PT-0098,3,,56.39
WO-006864,2,PART,PT-0096,2,,344.97
WO-006864,3,LABOR,,,2.57,197.89
WO-006864,4,LABOR,,,2.86,220.22
WO-006865,1,PART,PT-0160,1,,23.59
WO-006865,2,PART,PT-0070,1,,18.34
WO-006865,3,PART,PT-0159,2,,81.26
WO-006865,4,PART,PT-0060,1,,26.32
WO-006865,5,PART,PT-0011,4,,216.54
WO-006865,6,LABOR,,,3.1,217.0
WO-006865,7,LABOR,,,2.87,200.9
WO-006866,1,LABOR,,,2.58,177.38
WO-006867,1,PART,PT-0139,3,,117.19
WO-006867,2,PART,PT-0029,3,,140.88
WO-006867,3,LABOR,,,5.61,392.7
WO-006867,4,LABOR,,,7.27,508.9
WO-006868,1,PART,PT-0109,2,,96.69
WO-006868,2,PART,PT-0083,1,,110.39
WO-006868,3,PART,PT-0199,1,,38.14
WO-006868,4,LABOR,,,14.95,1046.5
WO-006869,1,PART,PT-0129,4,,161.48
WO-006869,2,PART,PT-0017,1,,537.41
WO-006869,3,PART,PT-0078,4,,85.51
WO-006869,4,PART,PT-0136,1,,169.6
WO-006869,5,PART,PT-0178,1,,22.61
WO-006869,6,LABOR,,,14.17,857.29
WO-006870,1,PART,PT-0048,3,,65.03
WO-006870,2,PART,PT-0089,3,,117.42
WO-006870,3,PART,PT-0139,1,,37.03
WO-006870,4,LABOR,,,4.46,441.54
WO-006871,1,PART,PT-0100,1,,22.21
WO-006871,2,PART,PT-0024,1,,41.18
WO-006871,3,PART,PT-0045,2,,56.46
WO-006871,4,PART,PT-0136,1,,151.17
WO-006871,5,PART,PT-0003,1,,115.49
WO-006871,6,LABOR,,,4.19,293.3
WO-006871,7,LABOR,,,2.84,198.8
WO-006872,1,PART,PT-0157,1,,399.52
WO-006872,2,PART,PT-0032,1,,95.84
WO-006872,3,PART,PT-0082,1,,100.67
WO-006872,4,LABOR,,,9.92,682.0
WO-006872,5,LABOR,,,11.53,792.69
WO-006873,1,PART,PT-0120,1,,21.02
WO-006873,2,PART,PT-0178,3,,64.72
WO-006873,3,PART,PT-0114,2,,53.84
WO-006873,4,LABOR,,,5.07,456.3
WO-006873,5,LABOR,,,4.38,394.2
WO-006874,1,PART,PT-0160,3,,66.15
WO-006874,2,PART,PT-0091,1,,52.63
WO-006874,3,LABOR,,,2.49,224.1
WO-006874,4,LABOR,,,3.0,270.0
WO-006875,1,PART,PT-0151,2,,95.95
WO-006875,2,PART,PT-0103,6,,723.02
WO-006875,3,PART,PT-0066,1,,141.09
WO-006875,4,PART,PT-0138,1,,18.28
WO-006875,5,PART,PT-0015,1,,29.04
WO-006875,6,LABOR,,,6.58,575.75
WO-006875,7,LABOR,,,8.63,755.13
WO-006876,1,PART,PT-0043,1,,167.3
WO-006876,2,PART,PT-0076,3,,466.91
WO-006876,3,PART,PT-0141,6,,348.18
WO-006876,4,LABOR,,,2.79,251.1
WO-006877,1,PART,PT-0119,1,,33.23
WO-006877,2,LABOR,,,7.31,402.05
WO-006878,1,PART,PT-0165,1,,32.05
WO-006878,2,PART,PT-0127,1,,429.17
WO-006878,3,PART,PT-0017,1,,569.67
WO-006878,4,LABOR,,,6.94,381.7
WO-006879,1,PART,PT-0039,1,,51.42
WO-006879,2,PART,PT-0111,1,,61.03
WO-006879,3,PART,PT-0172,2,,159.96
WO-006879,4,LABOR,,,9.88,597.74
WO-006880,1,PART,PT-0098,1,,19.29
WO-006880,2,PART,PT-0077,6,,2441.9
WO-006880,3,LABOR,,,2.62,201.74
WO-006881,1,PART,PT-0153,2,,261.35
WO-006881,2,PART,PT-0144,1,,33.01
WO-006881,3,LABOR,,,5.06,442.75
WO-006883,1,PART,PT-0045,2,,55.91
WO-006883,2,PART,PT-0055,1,,26.6
WO-006883,3,PART,PT-0139,6,,229.52
WO-006883,4,LABOR,,,7.57,681.3
WO-006883,5,LABOR,,,6.22,559.8
WO-006884,1,PART,PT-0099,6,,267.84
WO-006884,2,PART,PT-0174,2,,71.56
WO-006884,3,PART,PT-0148,2,,32.78
WO-006884,4,LABOR,,,2.16,166.32
WO-006885,1,PART,PT-0099,2,,80.53
WO-006885,2,PART,PT-0084,1,,46.57
WO-006885,3,LABOR,,,3.44,189.2
WO-006886,1,PART,PT-0052,1,,76.46
WO-006886,2,PART,PT-0061,2,,81.19
WO-006886,3,PART,PT-0076,2,,314.62
WO-006886,4,PART,PT-0047,1,,459.33
WO-006886,5,LABOR,,,4.49,345.73
WO-006887,1,PART,PT-0037,3,,1594.69
WO-006887,2,PART,PT-0048,4,,83.61
WO-006887,3,LABOR,,,3.71,204.05
WO-006887,4,LABOR,,,2.9,159.5
WO-006888,1,PART,PT-0036,2,,286.38
WO-006888,2,PART,PT-0045,1,,25.24
WO-006888,3,LABOR,,,4.24,256.52
WO-006889,1,PART,PT-0126,3,,411.61
WO-006889,2,LABOR,,,9.41,846.9
WO-006890,1,PART,PT-0170,1,,20.93
WO-006890,2,PART,PT-0063,2,,274.5
WO-006890,3,PART,PT-0024,2,,84.25
WO-006890,4,PART,PT-0057,2,,797.36
WO-006890,5,LABOR,,,20.57,1851.3
WO-006891,1,PART,PT-0006,2,,325.24
WO-006891,2,LABOR,,,3.25,292.5
WO-006891,3,LABOR,,,3.5,315.0
WO-006892,1,PART,PT-0002,1,,87.06
WO-006892,2,PART,PT-0048,3,,62.0
WO-006892,3,PART,PT-0134,1,,36.32
WO-006892,4,LABOR,,,5.16,451.5
WO-006893,1,PART,PT-0147,4,,1899.33
WO-006893,2,LABOR,,,9.57,578.99
WO-006893,3,LABOR,,,8.46,511.83
WO-006894,1,PART,PT-0009,4,,182.39
WO-006894,2,PART,PT-0183,1,,145.54
WO-006894,3,PART,PT-0076,2,,299.17
WO-006894,4,PART,PT-0068,3,,69.57
WO-006894,5,PART,PT-0176,2,,254.3
WO-006894,6,LABOR,,,9.83,688.1
WO-006895,1,PART,PT-0077,2,,805.08
WO-006895,2,PART,PT-0191,1,,44.87
WO-006895,3,LABOR,,,1.83,140.91
WO-006896,1,PART,PT-0135,3,,63.22
WO-006896,2,PART,PT-0176,1,,119.03
WO-006896,3,PART,PT-0174,1,,35.26
WO-006896,4,LABOR,,,7.57,416.35
WO-006897,1,PART,PT-0150,4,,91.35
WO-006897,2,PART,PT-0056,1,,190.23
WO-006897,3,LABOR,,,4.44,310.8
WO-006898,1,PART,PT-0178,1,,20.93
WO-006898,2,PART,PT-0100,1,,22.41
WO-006898,3,LABOR,,,9.31,640.06
WO-006899,1,PART,PT-0055,3,,78.65
WO-006899,2,PART,PT-0199,1,,40.58
WO-006899,3,LABOR,,,10.72,964.8
WO-006899,4,LABOR,,,8.25,742.5
WO-006900,1,PART,PT-0166,2,,298.31
WO-006900,2,PART,PT-0185,1,,29.95
WO-006900,3,PART,PT-0056,2,,379.7
WO-006900,4,LABOR,,,14.33,1418.67
WO-006900,5,LABOR,,,9.85,975.15
WO-006901,1,PART,PT-0126,2,,253.13
WO-006901,2,PART,PT-0025,1,,26.9
WO-006901,3,LABOR,,,2.05,157.85
WO-006903,1,PART,PT-0058,5,,104.28
WO-006903,2,LABOR,,,3.08,215.6
WO-006904,1,PART,PT-0040,2,,42.3
WO-006904,2,LABOR,,,5.03,276.65
WO-006904,3,LABOR,,,6.02,331.1
WO-006906,1,PART,PT-0038,1,,15.86
WO-006906,2,PART,PT-0040,5,,108.84
WO-006906,3,LABOR,,,2.74,191.8
WO-006906,4,LABOR,,,3.47,242.9
WO-006907,1,PART,PT-0008,1,,20.22
WO-006907,2,PART,PT-0189,1,,43.4
WO-006907,3,PART,PT-0070,1,,18.87
WO-006907,4,LABOR,,,5.35,601.88
WO-006907,5,LABOR,,,3.99,448.88
WO-006908,1,PART,PT-0043,1,,161.05
WO-006908,2,PART,PT-0105,1,,25.57
WO-006908,3,PART,PT-0018,1,,19.67
WO-006908,4,LABOR,,,1.29,70.95
WO-006908,5,LABOR,,,1.57,86.35
WO-006909,1,PART,PT-0174,1,,36.33
WO-006909,2,PART,PT-0007,1,,358.0
WO-006909,3,LABOR,,,5.41,297.55
WO-006909,4,LABOR,,,7.29,400.95
WO-006910,1,PART,PT-0019,2,,84.26
WO-006910,2,LABOR,,,0.85,84.15
WO-006911,1,PART,PT-0105,4,,104.74
WO-006911,2,PART,PT-0120,1,,18.36
WO-006911,3,PART,PT-0037,2,,1020.85
WO-006911,4,PART,PT-0162,2,,177.49
WO-006911,5,PART,PT-0172,3,,246.1
WO-006911,6,LABOR,,,3.78,207.9
WO-006912,1,PART,PT-0145,6,,180.38
WO-006912,2,PART,PT-0035,1,,32.74
WO-006912,3,PART,PT-0082,1,,92.08
WO-006912,4,LABOR,,,5.15,283.25
WO-006913,1,PART,PT-0071,5,,273.66
WO-006913,2,LABOR,,,3.87,270.9
WO-006913,3,LABOR,,,4.87,340.9
WO-006914,1,PART,PT-0183,2,,297.77
WO-006914,2,PART,PT-0017,1,,532.5
WO-006914,3,PART,PT-0058,2,,41.5
WO-006914,4,PART,PT-0053,5,,539.76
WO-006914,5,PART,PT-0192,1,,79.39
WO-006914,6,LABOR,,,20.03,1101.65
WO-006914,7,LABOR,,,21.78,1197.9
WO-006915,1,PART,PT-0090,1,,26.01
WO-006915,2,PART,PT-0090,1,,23.89
WO-006915,3,PART,PT-0019,3,,116.84
WO-006915,4,LABOR,,,2.78,152.9
WO-006916,1,PART,PT-0030,3,,75.52
WO-006916,2,LABOR,,,2.95,292.05
WO-006917,1,PART,PT-0038,3,,46.75
WO-006917,2,PART,PT-0170,6,,136.6
WO-006917,3,LABOR,,,6.13,551.7
WO-006918,1,LABOR,,,1.41,77.55
WO-006919,1,PART,PT-0198,2,,40.85
WO-006919,2,LABOR,,,4.31,237.05
WO-006920,1,PART,PT-0053,1,,111.82
WO-006920,2,PART,PT-0010,1,,21.94
WO-006920,3,LABOR,,,3.28,229.6
WO-006921,1,PART,PT-0194,1,,30.71
WO-006921,2,PART,PT-0122,1,,104.05
WO-006921,3,PART,PT-0073,3,,382.14
WO-006921,4,LABOR,,,1.81,99.55
WO-006921,5,LABOR,,,2.5,137.5
WO-006922,1,PART,PT-0141,1,,55.74
WO-006922,2,PART,PT-0194,2,,68.18
WO-006922,3,PART,PT-0127,2,,897.96
WO-006922,4,PART,PT-0097,2,,952.87
WO-006922,5,PART,PT-0077,2,,785.2
