work_order_id,payment_sequence,payment_method,paid_date,payment_amount
WO-007443,1,corporate_card,2019-05-31,1870.61
WO-007444,1,bank_transfer,2019-04-25,911.81
WO-007445,1,bank_transfer,2019-04-20,1823.44
WO-007445,2,bank_transfer,2019-05-20,737.48
WO-007446,1,bank_transfer,2019-05-28,315.1
WO-007447,1,bank_transfer,2019-06-03,880.2
WO-007448,1,corporate_card,2019-05-27,3101.09
WO-007449,1,bank_transfer,2019-05-20,635.46
WO-007450,1,purchase_order,2019-05-03,1511.1
WO-007451,1,bank_transfer,2019-05-07,2727.7
WO-007452,1,corporate_card,2019-06-07,1459.37
WO-007452,2,purchase_order,2019-07-19,818.26
WO-007453,1,bank_transfer,2019-04-19,713.65
WO-007454,1,purchase_order,2019-06-22,372.93
WO-007455,1,bank_transfer,2019-05-09,1220.64
WO-007456,1,bank_transfer,2019-06-05,1706.58
WO-007457,1,purchase_order,2019-06-01,508.57
WO-007458,1,bank_transfer,2019-05-25,10.69
WO-007458,2,bank_transfer,2019-06-15,168.13
WO-007459,1,bank_transfer,2019-05-26,612.47
WO-007459,2,bank_transfer,2019-06-17,1079.02
WO-007459,3,bank_transfer,2019-07-05,505.53
WO-007460,1,bank_transfer,2019-04-20,1059.6
WO-007461,1,purchase_order,2019-05-29,578.73
WO-007462,1,purchase_order,2019-05-05,468.88
WO-007463,1,corporate_card,2019-05-25,925.11
WO-007464,1,purchase_order,2019-05-07,1026.96
WO-007465,1,bank_transfer,2019-06-13,554.96
WO-007466,1,bank_transfer,2019-05-19,2275.03
WO-007467,1,purchase_order,2019-05-23,959.64
WO-007468,1,bank_transfer,2019-05-18,732.14
WO-007469,1,purchase_order,2019-06-10,702.64
WO-007470,1,bank_transfer,2019-06-13,355.6
WO-007470,2,bank_transfer,2019-07-06,188.95
WO-007471,1,bank_transfer,2019-06-05,2306.88
WO-007472,1,corporate_card,2019-06-08,1251.11
WO-007473,1,purchase_order,2019-05-06,1657.4
WO-007474,1,bank_transfer,2019-05-12,515.67
WO-007475,1,purchase_order,2019-05-23,1854.75
WO-007475,2,purchase_order,2019-06-26,2622.68
WO-007476,1,bank_transfer,2019-06-28,2567.53
WO-007477,1,bank_transfer,2019-06-06,2246.95
WO-007478,1,bank_transfer,2019-05-21,1831.83
WO-007479,1,bank_transfer,2019-06-04,2010.89
WO-007480,1,purchase_order,2019-05-20,354.92
WO-007481,1,corporate_card,2019-05-27,1604.45
WO-007482,1,corporate_card,2019-04-28,1821.67
WO-007483,1,bank_transfer,2019-05-25,1163.27
WO-007484,1,bank_transfer,2019-06-14,1295.28
WO-007484,2,bank_transfer,2019-07-14,478.06
WO-007485,1,bank_transfer,2019-06-16,2719.2
WO-007486,1,purchase_order,2019-05-04,503.99
WO-007486,2,purchase_order,2019-05-21,1147.51
WO-007487,1,bank_transfer,2019-05-27,573.42
WO-007488,1,bank_transfer,2019-06-25,1142.34
WO-007488,2,purchase_order,2019-07-18,918.05
WO-007489,1,bank_transfer,2019-06-07,995.76
WO-007489,2,bank_transfer,2019-06-25,579.9
WO-007490,1,purchase_order,2019-05-07,576.83
WO-007490,2,corporate_card,2019-06-06,825.83
WO-007491,1,bank_transfer,2019-05-08,1091.58
WO-007492,1,bank_transfer,2019-05-24,847.4
WO-007493,1,bank_transfer,2019-05-12,1130.32
WO-007494,1,bank_transfer,2019-05-19,531.51
WO-007495,1,purchase_order,2019-06-08,1129.69
WO-007496,1,purchase_order,2019-06-06,116.76
WO-007496,2,purchase_order,2019-07-20,379.28
WO-007497,1,bank_transfer,2019-06-17,1074.88
WO-007498,1,purchase_order,2019-05-13,322.53
WO-007498,2,purchase_order,2019-06-12,960.78
WO-007499,1,corporate_card,2019-06-24,1413.0
WO-007500,1,purchase_order,2019-04-23,463.68
WO-007500,2,bank_transfer,2019-05-11,621.89
WO-007500,3,bank_transfer,2019-06-22,93.39
WO-007501,1,bank_transfer,2019-06-01,185.39
WO-007501,2,purchase_order,2019-07-02,170.09
WO-007502,1,purchase_order,2019-05-05,1216.18
WO-007503,1,corporate_card,2019-06-30,1291.22
WO-007504,1,purchase_order,2019-05-20,588.8
WO-007505,1,corporate_card,2019-05-12,893.74
WO-007506,1,bank_transfer,2019-05-17,2862.37
WO-007507,1,corporate_card,2019-06-02,795.08
WO-007508,1,bank_transfer,2019-06-10,298.13
WO-007508,2,bank_transfer,2019-07-19,412.67
WO-007508,3,bank_transfer,2019-08-28,576.26
WO-007509,1,bank_transfer,2019-05-24,291.0
WO-007509,2,purchase_order,2019-06-18,171.64
WO-007510,1,purchase_order,2019-06-06,897.2
WO-007511,1,purchase_order,2019-05-23,291.86
WO-007511,2,corporate_card,2019-06-12,394.77
WO-007512,1,bank_transfer,2019-05-02,626.87
WO-007513,1,corporate_card,2019-05-20,195.01
WO-007513,2,bank_transfer,2019-06-08,419.66
WO-007514,1,bank_transfer,2019-06-27,2169.04
WO-007515,1,bank_transfer,2019-05-11,601.18
WO-007516,1,bank_transfer,2019-04-24,2702.9
WO-007517,1,bank_transfer,2019-06-24,1106.49
WO-007518,1,purchase_order,2019-06-09,633.41
WO-007519,1,bank_transfer,2019-06-10,1713.25
WO-007520,1,bank_transfer,2019-06-24,560.68
WO-007521,1,bank_transfer,2019-06-21,2896.69
WO-007522,1,bank_transfer,2019-05-26,1230.58
WO-007523,1,corporate_card,2019-06-20,517.61
WO-007523,2,bank_transfer,2019-07-15,236.57
WO-007524,1,purchase_order,2019-04-24,548.41
WO-007525,1,bank_transfer,2019-05-20,845.86
WO-007526,1,bank_transfer,2019-05-30,3407.17
WO-007527,1,corporate_card,2019-05-21,131.83
WO-007527,2,bank_transfer,2019-06-20,99.01
WO-007528,1,purchase_order,2019-06-01,263.52
WO-007528,2,bank_transfer,2019-06-28,309.99
WO-007529,1,purchase_order,2019-05-07,1130.77
WO-007531,1,bank_transfer,2019-05-24,2308.75
WO-007532,1,bank_transfer,2019-06-10,3724.25
WO-007533,1,bank_transfer,2019-06-16,161.72
WO-007533,2,purchase_order,2019-07-26,634.68
WO-007533,3,bank_transfer,2019-08-26,88.45
WO-007534,1,purchase_order,2019-06-18,211.47
WO-007534,2,purchase_order,2019-07-09,172.9
WO-007535,1,purchase_order,2019-04-29,2054.07
WO-007536,1,bank_transfer,2019-06-01,1185.48
WO-007536,2,bank_transfer,2019-06-20,779.09
WO-007537,1,bank_transfer,2019-06-22,837.2
WO-007538,1,purchase_order,2019-06-09,302.02
WO-007539,1,bank_transfer,2019-05-19,1145.1
WO-007540,1,purchase_order,2019-06-01,1143.7
WO-007541,1,purchase_order,2019-05-29,1130.58
WO-007541,2,purchase_order,2019-06-24,779.36
WO-007542,1,corporate_card,2019-07-03,797.7
WO-007542,2,bank_transfer,2019-07-25,1160.46
WO-007543,1,purchase_order,2019-06-06,1070.67
WO-007544,1,bank_transfer,2019-05-30,1103.77
WO-007544,2,bank_transfer,2019-07-13,413.46
WO-007545,1,corporate_card,2019-05-29,1028.45
WO-007546,1,bank_transfer,2019-06-26,2224.53
WO-007547,1,bank_transfer,2019-05-28,879.05
WO-007548,1,bank_transfer,2019-05-23,534.78
WO-007549,1,purchase_order,2019-05-25,3328.26
WO-007550,1,bank_transfer,2019-05-22,1132.76
WO-007551,1,bank_transfer,2019-06-28,600.21
WO-007552,1,bank_transfer,2019-06-08,627.78
WO-007552,2,purchase_order,2019-07-13,429.08
WO-007553,1,bank_transfer,2019-05-03,1612.12
WO-007554,1,purchase_order,2019-06-01,611.01
WO-007555,1,purchase_order,2019-06-06,3153.4
WO-007556,1,purchase_order,2019-05-05,1229.13
WO-007557,1,purchase_order,2019-05-13,1718.86
WO-007558,1,bank_transfer,2019-04-28,1177.99
WO-007560,1,purchase_order,2019-06-21,2307.34
WO-007561,1,purchase_order,2019-05-09,2162.28
WO-007562,1,purchase_order,2019-06-07,1277.33
WO-007563,1,purchase_order,2019-06-20,225.46
WO-007563,2,purchase_order,2019-08-01,260.52
WO-007563,3,bank_transfer,2019-09-06,360.72
WO-007564,1,bank_transfer,2019-06-10,1119.59
WO-007565,1,purchase_order,2019-05-20,816.91
WO-007566,1,bank_transfer,2019-06-08,580.96
WO-007567,1,bank_transfer,2019-05-16,1561.08
WO-007568,1,bank_transfer,2019-07-22,613.77
WO-007569,1,bank_transfer,2019-06-07,366.16
WO-007570,1,bank_transfer,2019-05-26,133.91
WO-007570,2,bank_transfer,2019-07-04,147.07
WO-007570,3,purchase_order,2019-08-02,61.09
WO-007571,1,bank_transfer,2019-06-21,291.85
WO-007571,2,bank_transfer,2019-08-04,411.86
WO-007572,1,bank_transfer,2019-05-11,342.59
WO-007572,2,purchase_order,2019-06-13,639.51
WO-007573,1,purchase_order,2019-06-20,846.83
WO-007574,1,purchase_order,2019-05-10,229.4
WO-007574,2,purchase_order,2019-06-18,165.76
WO-007575,1,bank_transfer,2019-06-02,1074.51
WO-007576,1,purchase_order,2019-05-02,1124.92
WO-007577,1,bank_transfer,2019-05-17,2426.24
WO-007578,1,corporate_card,2019-06-03,1348.09
WO-007579,1,purchase_order,2019-05-27,2315.86
WO-007580,1,bank_transfer,2019-05-14,765.6
WO-007581,1,bank_transfer,2019-05-26,1008.09
WO-007582,1,purchase_order,2019-07-11,640.21
WO-007583,1,bank_transfer,2019-06-18,161.74
WO-007584,1,corporate_card,2019-05-28,191.73
WO-007584,2,bank_transfer,2019-06-18,328.97
WO-007585,1,bank_transfer,2019-05-31,1155.84
WO-007586,1,corporate_card,2019-06-07,480.97
WO-007587,1,purchase_order,2019-06-25,908.04
WO-007588,1,bank_transfer,2019-06-23,588.88
WO-007588,2,purchase_order,2019-08-05,1502.13
WO-007589,1,bank_transfer,2019-06-18,548.86
WO-007589,2,purchase_order,2019-07-28,670.72
WO-007590,1,corporate_card,2019-05-25,2223.54
WO-007591,1,corporate_card,2019-06-05,778.99
WO-007592,1,purchase_order,2019-06-16,339.25
WO-007593,1,purchase_order,2019-07-01,1249.56
WO-007593,2,bank_transfer,2019-08-11,318.54
WO-007594,1,purchase_order,2019-05-08,723.15
WO-007594,2,corporate_card,2019-05-24,1333.95
WO-007595,1,bank_transfer,2019-06-16,1976.92
WO-007596,1,purchase_order,2019-05-09,545.09
WO-007597,1,corporate_card,2019-06-06,1568.32
WO-007597,2,bank_transfer,2019-07-06,1205.85
WO-007597,3,bank_transfer,2019-08-18,439.26
WO-007598,1,bank_transfer,2019-05-17,1216.01
WO-007599,1,bank_transfer,2019-05-27,416.21
WO-007600,1,bank_transfer,2019-06-17,424.56
WO-007601,1,bank_transfer,2019-06-06,749.64
WO-007602,1,corporate_card,2019-06-21,657.34
WO-007603,1,purchase_order,2019-05-20,679.86
WO-007603,2,purchase_order,2019-06-25,420.56
WO-007605,1,corporate_card,2019-06-28,150.39
WO-007605,2,purchase_order,2019-07-26,66.64
WO-007605,3,bank_transfer,2019-08-18,74.19
WO-007606,1,bank_transfer,2019-07-23,699.48
WO-007607,1,corporate_card,2019-06-23,398.68
WO-007607,2,bank_transfer,2019-07-11,114.31
WO-007608,1,corporate_card,2019-05-29,703.24
WO-007609,1,bank_transfer,2019-06-12,808.48
WO-007610,1,bank_transfer,2019-05-09,1436.05
WO-007610,2,bank_transfer,2019-06-08,1401.29
WO-007611,1,bank_transfer,2019-07-24,1974.01
WO-007612,1,bank_transfer,2019-06-28,3276.42
WO-007613,1,bank_transfer,2019-06-10,1200.04
WO-007614,1,purchase_order,2019-06-21,602.67
WO-007615,1,purchase_order,2019-06-19,1309.42
WO-007617,1,bank_transfer,2019-06-13,867.77
WO-007618,1,purchase_order,2019-05-23,274.37
WO-007618,2,bank_transfer,2019-06-14,183.99
WO-007619,1,bank_transfer,2019-06-03,1406.02
WO-007620,1,purchase_order,2019-05-18,967.84
WO-007621,1,purchase_order,2019-06-10,243.23
WO-007621,2,bank_transfer,2019-07-19,784.13
WO-007622,1,purchase_order,2019-05-27,666.63
WO-007622,2,purchase_order,2019-07-04,937.98
WO-007623,1,corporate_card,2019-07-04,606.65
WO-007624,1,bank_transfer,2019-05-24,460.88
WO-007625,1,purchase_order,2019-06-08,588.09
WO-007626,1,bank_transfer,2019-06-01,611.36
WO-007628,1,bank_transfer,2019-07-15,1842.43
WO-007629,1,bank_transfer,2019-06-10,224.44
WO-007630,1,purchase_order,2019-07-15,2807.88
WO-007631,1,purchase_order,2019-05-11,312.76
WO-007631,2,bank_transfer,2019-05-29,160.89
WO-007632,1,purchase_order,2019-07-16,1484.61
WO-007633,1,corporate_card,2019-05-31,1884.83
WO-007634,1,purchase_order,2019-06-22,1017.53
WO-007634,2,purchase_order,2019-07-11,333.71
WO-007634,3,bank_transfer,2019-07-30,477.12
WO-007635,1,bank_transfer,2019-06-04,2038.24
WO-007636,1,purchase_order,2019-06-28,341.05
WO-007636,2,purchase_order,2019-08-10,1296.72
WO-007638,1,bank_transfer,2019-06-03,1108.2
WO-007639,1,bank_transfer,2019-06-19,1228.4
WO-007641,1,bank_transfer,2019-06-22,1120.8
WO-007642,1,purchase_order,2019-08-01,707.16
WO-007643,1,bank_transfer,2019-06-14,1866.52
WO-007644,1,corporate_card,2019-06-11,929.48
WO-007645,1,purchase_order,2019-06-23,685.57
WO-007646,1,bank_transfer,2019-05-22,804.16
WO-007646,2,purchase_order,2019-06-21,1831.5
WO-007647,1,purchase_order,2019-07-15,255.63
WO-007647,2,purchase_order,2019-08-28,193.27
WO-007648,1,bank_transfer,2019-05-31,546.02
WO-007649,1,bank_transfer,2019-07-27,1820.84
WO-007651,1,bank_transfer,2019-06-13,149.96
WO-007652,1,purchase_order,2019-06-01,707.95
WO-007652,2,bank_transfer,2019-07-08,914.32
WO-007652,3,bank_transfer,2019-07-24,302.21
WO-007653,1,purchase_order,2019-06-24,340.11
WO-007654,1,bank_transfer,2019-05-08,882.62
WO-007654,2,purchase_order,2019-06-09,540.95
WO-007655,1,corporate_card,2019-06-11,653.45
WO-007655,2,corporate_card,2019-07-04,994.65
WO-007656,1,bank_transfer,2019-07-13,1327.74
WO-007657,1,corporate_card,2019-07-03,55.26
WO-007657,2,corporate_card,2019-08-11,320.82
WO-007657,3,corporate_card,2019-09-15,137.45
WO-007658,1,bank_transfer,2019-07-03,3333.97
WO-007659,1,bank_transfer,2019-07-24,954.45
WO-007660,1,bank_transfer,2019-06-14,1508.59
WO-007661,1,bank_transfer,2019-06-20,868.27
WO-007662,1,bank_transfer,2019-06-12,1245.7
WO-007663,1,purchase_order,2019-05-20,1391.32
WO-007664,1,bank_transfer,2019-07-10,1285.91
WO-007665,1,purchase_order,2019-05-17,1160.2
WO-007665,2,purchase_order,2019-06-03,464.46
WO-007666,1,purchase_order,2019-06-05,1053.38
WO-007667,1,bank_transfer,2019-06-07,930.4
WO-007668,1,bank_transfer,2019-06-26,2497.29
WO-007669,1,bank_transfer,2019-06-14,638.02
WO-007670,1,corporate_card,2019-07-03,1545.36
WO-007671,1,bank_transfer,2019-06-20,1742.43
WO-007672,1,purchase_order,2019-06-16,1336.19
WO-007673,1,corporate_card,2019-06-20,568.75
WO-007674,1,bank_transfer,2019-06-03,780.66
WO-007674,2,purchase_order,2019-06-30,627.98
WO-007675,1,purchase_order,2019-06-28,1953.9
WO-007676,1,bank_transfer,2019-06-22,1097.2
WO-007677,1,corporate_card,2019-05-16,3530.34
WO-007678,1,bank_transfer,2019-06-14,234.92
WO-007678,2,purchase_order,2019-07-01,207.38
WO-007678,3,bank_transfer,2019-07-17,193.39
WO-007679,1,corporate_card,2019-06-27,611.28
WO-007680,1,purchase_order,2019-07-11,414.27
WO-007680,2,purchase_order,2019-08-14,947.83
WO-007681,1,purchase_order,2019-06-07,1020.06
WO-007682,1,corporate_card,2019-05-23,743.74
WO-007683,1,bank_transfer,2019-06-03,556.5
WO-007684,1,bank_transfer,2019-06-22,700.96
WO-007686,1,bank_transfer,2019-07-07,1885.13
WO-007687,1,purchase_order,2019-06-07,608.87
WO-007688,1,bank_transfer,2019-06-24,2567.09
WO-007689,1,corporate_card,2019-06-16,229.17
WO-007689,2,bank_transfer,2019-07-23,927.33
WO-007689,3,bank_transfer,2019-08-21,410.97
WO-007690,1,bank_transfer,2019-06-13,526.44
WO-007691,1,purchase_order,2019-05-22,573.71
WO-007691,2,bank_transfer,2019-06-27,828.37
WO-007692,1,corporate_card,2019-05-27,1205.57
WO-007693,1,bank_transfer,2019-07-19,847.87
WO-007694,1,bank_transfer,2019-06-07,1155.41
WO-007695,1,bank_transfer,2019-06-16,806.99
WO-007696,1,purchase_order,2019-06-18,2139.33
WO-007697,1,purchase_order,2019-07-18,1524.72
WO-007698,1,purchase_order,2019-07-02,265.11
WO-007698,2,corporate_card,2019-07-24,499.53
WO-007699,1,bank_transfer,2019-06-20,722.51
WO-007699,2,bank_transfer,2019-07-13,523.03
WO-007700,1,purchase_order,2019-07-01,1227.88
WO-007701,1,bank_transfer,2019-06-23,2370.17
WO-007702,1,bank_transfer,2019-07-24,1178.7
WO-007703,1,purchase_order,2019-07-01,613.29
WO-007703,2,bank_transfer,2019-08-13,229.14
WO-007704,1,bank_transfer,2019-07-04,1037.88
WO-007705,1,purchase_order,2019-08-17,358.46
WO-007706,1,corporate_card,2019-06-06,905.34
WO-007706,2,bank_transfer,2019-06-30,483.52
WO-007707,1,bank_transfer,2019-06-03,769.99
WO-007707,2,bank_transfer,2019-07-15,952.66
WO-007708,1,purchase_order,2019-07-10,705.91
WO-007709,1,bank_transfer,2019-05-28,1673.44
WO-007710,1,bank_transfer,2019-06-13,1201.35
WO-007711,1,bank_transfer,2019-07-22,695.68
WO-007712,1,purchase_order,2019-07-10,1025.17
WO-007713,1,purchase_order,2019-07-04,625.16
WO-007713,2,purchase_order,2019-08-04,606.91
WO-007714,1,bank_transfer,2019-05-22,980.29
WO-007715,1,corporate_card,2019-07-01,622.99
WO-007716,1,bank_transfer,2019-06-23,1707.51
WO-007717,1,corporate_card,2019-07-03,1117.07
WO-007717,2,bank_transfer,2019-07-24,152.64
WO-007718,1,purchase_order,2019-08-01,1709.56
WO-007719,1,bank_transfer,2019-06-28,1079.56
WO-007720,1,corporate_card,2019-07-05,2177.31
WO-007721,1,purchase_order,2019-07-05,2095.52
WO-007722,1,bank_transfer,2019-05-29,2412.47
WO-007723,1,corporate_card,2019-06-12,418.81
WO-007723,2,bank_transfer,2019-07-07,487.65
WO-007723,3,bank_transfer,2019-07-23,416.52
WO-007724,1,corporate_card,2019-06-22,1233.57
WO-007725,1,purchase_order,2019-06-15,807.75
WO-007726,1,purchase_order,2019-05-26,2903.8
WO-007727,1,bank_transfer,2019-07-12,1480.59
WO-007728,1,purchase_order,2019-06-22,450.42
WO-007729,1,bank_transfer,2019-07-03,761.38
WO-007730,1,bank_transfer,2019-07-16,356.84
WO-007731,1,corporate_card,2019-06-04,950.76
WO-007732,1,bank_transfer,2019-05-28,967.06
WO-007733,1,bank_transfer,2019-07-12,1675.93
WO-007734,1,bank_transfer,2019-05-25,1460.09
WO-007735,1,purchase_order,2019-06-25,134.87
WO-007735,2,purchase_order,2019-07-12,347.93
WO-007736,1,bank_transfer,2019-07-14,427.43
WO-007737,1,bank_transfer,2019-07-17,576.74
WO-007738,1,bank_transfer,2019-06-21,2360.63
WO-007738,2,purchase_order,2019-07-15,1357.08
WO-007739,1,bank_transfer,2019-07-01,2269.23
WO-007739,2,bank_transfer,2019-08-07,1447.1
WO-007740,1,bank_transfer,2019-06-24,543.43
WO-007741,1,corporate_card,2019-07-12,1183.31
WO-007742,1,corporate_card,2019-06-01,376.54
WO-007743,1,bank_transfer,2019-06-23,3236.47
WO-007744,1,bank_transfer,2019-06-02,693.09
WO-007745,1,purchase_order,2019-06-24,785.17
WO-007745,2,bank_transfer,2019-07-25,390.62
WO-007746,1,corporate_card,2019-07-21,749.06
WO-007747,1,purchase_order,2019-06-22,3318.63
WO-007747,2,bank_transfer,2019-08-01,2124.12
WO-007748,1,bank_transfer,2019-07-12,992.35
WO-007748,2,bank_transfer,2019-08-21,420.02
WO-007749,1,bank_transfer,2019-07-14,1794.31
WO-007750,1,purchase_order,2019-06-14,815.53
WO-007751,1,corporate_card,2019-07-10,1513.17
WO-007752,1,bank_transfer,2019-06-19,834.16
WO-007753,1,bank_transfer,2019-07-06,686.13
WO-007754,1,purchase_order,2019-07-11,2502.85
WO-007755,1,bank_transfer,2019-06-11,1204.21
WO-007756,1,purchase_order,2019-06-18,499.28
WO-007756,2,bank_transfer,2019-07-31,221.3
WO-007756,3,corporate_card,2019-08-16,582.25
WO-007757,1,purchase_order,2019-07-09,648.46
WO-007757,2,corporate_card,2019-07-30,491.7
WO-007758,1,corporate_card,2019-06-25,1653.53
WO-007759,1,bank_transfer,2019-06-28,1649.26
WO-007760,1,bank_transfer,2019-05-27,127.17
WO-007760,2,bank_transfer,2019-06-15,40.62
WO-007762,1,purchase_order,2019-06-28,1044.14
WO-007763,1,bank_transfer,2019-07-07,632.02
WO-007764,1,bank_transfer,2019-07-07,1086.36
WO-007765,1,purchase_order,2019-06-27,327.12
WO-007765,2,bank_transfer,2019-07-18,591.0
WO-007766,1,bank_transfer,2019-06-30,339.43
WO-007766,2,bank_transfer,2019-08-09,153.21
WO-007767,1,bank_transfer,2019-06-24,237.79
WO-007767,2,bank_transfer,2019-07-17,192.24
WO-007768,1,purchase_order,2019-06-24,527.8
WO-007768,2,corporate_card,2019-07-27,494.84
WO-007768,3,bank_transfer,2019-09-01,1505.76
WO-007769,1,bank_transfer,2019-07-17,361.46
WO-007769,2,corporate_card,2019-08-26,427.68
WO-007770,1,purchase_order,2019-06-12,428.64
WO-007771,1,purchase_order,2019-06-30,729.99
WO-007772,1,purchase_order,2019-07-01,560.36
WO-007773,1,corporate_card,2019-06-22,2046.53
WO-007774,1,bank_transfer,2019-07-14,1084.64
WO-007775,1,bank_transfer,2019-07-18,1497.48
WO-007776,1,bank_transfer,2019-06-28,921.27
WO-007777,1,bank_transfer,2019-06-14,2762.59
WO-007778,1,bank_transfer,2019-07-20,1707.3
WO-007779,1,purchase_order,2019-06-25,613.27
WO-007779,2,bank_transfer,2019-08-05,797.72
WO-007780,1,bank_transfer,2019-06-24,332.31
WO-007780,2,purchase_order,2019-07-13,421.08
WO-007781,1,purchase_order,2019-07-02,897.31
WO-007782,1,bank_transfer,2019-06-01,422.44
WO-007783,1,purchase_order,2019-07-01,470.2
WO-007783,2,purchase_order,2019-08-12,433.1
WO-007783,3,bank_transfer,2019-09-12,287.26
WO-007784,1,purchase_order,2019-07-08,354.25
WO-007785,1,bank_transfer,2019-06-02,729.78
WO-007786,1,bank_transfer,2019-07-04,122.47
WO-007786,2,bank_transfer,2019-07-24,414.61
WO-007786,3,corporate_card,2019-09-03,463.49
WO-007787,1,corporate_card,2019-07-10,533.96
WO-007788,1,bank_transfer,2019-05-31,391.91
WO-007789,1,purchase_order,2019-07-15,1203.04
WO-007790,1,bank_transfer,2019-06-14,1297.12
WO-007791,1,purchase_order,2019-07-11,469.31
WO-007791,2,bank_transfer,2019-08-12,283.96
WO-007792,1,bank_transfer,2019-07-12,1925.04
WO-007793,1,purchase_order,2019-06-12,1065.18
WO-007794,1,purchase_order,2019-07-11,1324.43
WO-007795,1,bank_transfer,2019-06-27,853.74
WO-007796,1,corporate_card,2019-06-14,4175.97
WO-007797,1,bank_transfer,2019-07-10,463.55
WO-007798,1,bank_transfer,2019-07-15,449.92
WO-007799,1,bank_transfer,2019-07-16,448.01
WO-007800,1,bank_transfer,2019-06-26,154.44
WO-007800,2,corporate_card,2019-07-28,227.13
WO-007800,3,bank_transfer,2019-08-28,167.57
WO-007803,1,corporate_card,2019-07-11,1225.1
WO-007804,1,bank_transfer,2019-06-04,4521.7
WO-007805,1,bank_transfer,2019-05-24,816.19
WO-007806,1,bank_transfer,2019-07-22,1287.58
WO-007806,2,corporate_card,2019-09-04,363.56
WO-007807,1,bank_transfer,2019-07-20,524.79
WO-007807,2,bank_transfer,2019-08-28,245.81
WO-007808,1,corporate_card,2019-07-01,1007.2
WO-007809,1,corporate_card,2019-07-06,455.97
WO-007810,1,bank_transfer,2019-06-13,1260.3
WO-007811,1,purchase_order,2019-07-10,1056.54
WO-007812,1,bank_transfer,2019-06-26,882.73
WO-007812,2,bank_transfer,2019-07-18,1593.07
WO-007813,1,bank_transfer,2019-07-31,3182.59
WO-007814,1,bank_transfer,2019-06-23,1567.02
WO-007815,1,purchase_order,2019-06-14,292.09
WO-007815,2,bank_transfer,2019-07-28,208.98
WO-007816,1,bank_transfer,2019-07-27,693.57
WO-007817,1,bank_transfer,2019-05-28,2161.2
WO-007818,1,corporate_card,2019-06-09,315.55
WO-007818,2,purchase_order,2019-07-09,337.4
WO-007819,1,bank_transfer,2019-06-21,561.48
WO-007820,1,bank_transfer,2019-08-19,2293.58
WO-007821,1,purchase_order,2019-07-17,1616.41
WO-007822,1,bank_transfer,2019-06-20,358.5
WO-007822,2,bank_transfer,2019-07-25,231.1
WO-007823,1,bank_transfer,2019-07-01,1123.5
WO-007824,1,purchase_order,2019-07-10,891.97
WO-007825,1,purchase_order,2019-07-06,1888.33
WO-007826,1,bank_transfer,2019-07-10,1262.04
WO-007827,1,purchase_order,2019-07-24,967.41
WO-007828,1,purchase_order,2019-06-28,979.13
WO-007829,1,bank_transfer,2019-06-30,633.5
WO-007830,1,purchase_order,2019-07-07,129.47
WO-007830,2,corporate_card,2019-08-13,184.31
WO-007830,3,bank_transfer,2019-09-03,140.66
WO-007832,1,purchase_order,2019-07-29,757.51
WO-007833,1,bank_transfer,2019-07-07,1304.91
WO-007836,1,bank_transfer,2019-05-30,1485.18
WO-007837,1,corporate_card,2019-07-28,2086.57
WO-007837,2,purchase_order,2019-09-07,1970.47
WO-007838,1,bank_transfer,2019-07-07,660.12
WO-007839,1,bank_transfer,2019-06-07,1979.67
WO-007839,2,bank_transfer,2019-06-27,1233.61
WO-007840,1,bank_transfer,2019-08-05,1671.59
WO-007841,1,purchase_order,2019-06-23,624.33
WO-007842,1,corporate_card,2019-06-20,2373.85
WO-007843,1,corporate_card,2019-06-23,456.32
WO-007843,2,bank_transfer,2019-07-23,505.51
WO-007844,1,bank_transfer,2019-06-04,459.42
WO-007844,2,corporate_card,2019-06-19,636.02
WO-007845,1,bank_transfer,2019-07-16,1422.24
WO-007847,1,bank_transfer,2019-07-06,316.1
WO-007847,2,purchase_order,2019-07-31,314.62
WO-007848,1,bank_transfer,2019-05-27,1396.5
WO-007849,1,bank_transfer,2019-07-23,307.29
WO-007850,1,bank_transfer,2019-07-12,497.33
WO-007851,1,bank_transfer,2019-07-01,514.15
WO-007852,1,bank_transfer,2019-07-06,1699.11
WO-007853,1,bank_transfer,2019-06-28,1041.71
WO-007853,2,bank_transfer,2019-07-18,877.55
WO-007854,1,bank_transfer,2019-06-23,582.84
WO-007855,1,bank_transfer,2019-06-28,1492.82
WO-007856,1,bank_transfer,2019-06-24,1357.79
WO-007857,1,bank_transfer,2019-07-12,701.5
WO-007858,1,purchase_order,2019-07-31,495.52
WO-007858,2,purchase_order,2019-08-22,781.66
WO-007858,3,bank_transfer,2019-09-17,566.53
WO-007860,1,bank_transfer,2019-06-16,725.17
WO-007861,1,bank_transfer,2019-07-30,361.68
WO-007862,1,corporate_card,2019-08-01,1497.98
WO-007863,1,purchase_order,2019-06-11,124.96
WO-007863,2,purchase_order,2019-07-10,445.09
WO-007863,3,corporate_card,2019-08-02,352.25
WO-007864,1,bank_transfer,2019-07-24,1246.04
WO-007865,1,bank_transfer,2019-08-04,551.67
WO-007865,2,purchase_order,2019-09-04,414.39
WO-007866,1,bank_transfer,2019-07-28,1246.37
WO-007867,1,corporate_card,2019-06-19,495.46
WO-007867,2,bank_transfer,2019-07-06,695.2
WO-007868,1,bank_transfer,2019-07-19,351.54
